#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 -16.975307 10.0 1.0 false
<e> null grassObject grassObjAtlas 95.0 -16.177223 5.0 1.6572309 true
<e> null grassObject grassObjAtlas 100.0 -17.744102 5.0 2.4085727 true
<e> null grassObject grassObjAtlas 100.0 -17.744102 5.0 2.4085727 true
<e> null grassObject grassObjAtlas 105.0 -17.532368 5.0 1.6997671 true
<e> null grassObject grassObjAtlas 105.0 -17.532368 5.0 1.6997671 true
<e> null grassObject grassObjAtlas 110.0 -15.440316 5.0 1.3410523 true
<e> null grassObject grassObjAtlas 110.0 -15.440316 5.0 1.3410523 true
<e> null grassObject grassObjAtlas 115.0 -12.224764 5.0 1.7593331 true
<e> null grassObject grassObjAtlas 115.0 -12.224764 5.0 1.7593331 true
<e> null grassObject grassObjAtlas 120.0 -8.757101 5.0 1.6729555 true
<e> null grassObject grassObjAtlas 120.0 -8.757101 5.0 1.6729555 true
<e> null grassObject grassObjAtlas 125.0 -7.189279 5.0 2.9286203 true
<e> null grassObject grassObjAtlas 125.0 -7.189279 5.0 2.9286203 true
<e> null grassObject grassObjAtlas 130.0 -4.7238817 5.0 2.7078476 true
<e> null grassObject grassObjAtlas 130.0 -4.7238817 5.0 2.7078476 true
<e> null grassObject grassObjAtlas 135.0 -1.7123196 5.0 1.6991627 true
<e> null grassObject grassObjAtlas 135.0 -1.7123196 5.0 1.6991627 true
<e> null grassObject grassObjAtlas 140.0 0.72295135 5.0 1.7940998 true
<e> null grassObject grassObjAtlas 140.0 0.72295135 5.0 1.7940998 true
<e> null grassObject grassObjAtlas 145.0 1.8536708 5.0 2.8554664 true
<e> null grassObject grassObjAtlas 145.0 1.8536708 5.0 2.8554664 true
<e> null grassObject grassObjAtlas 150.0 3.15538 5.0 2.2996557 true
<e> null grassObject grassObjAtlas 150.0 3.15538 5.0 2.2996557 true
<e> null grassObject grassObjAtlas 155.0 4.6697836 5.0 1.9417472 true
<e> null grassObject grassObjAtlas 155.0 4.6697836 5.0 1.9417472 true
<e> null grassObject grassObjAtlas 160.0 5.229076 5.0 1.5275402 true
<e> null grassObject grassObjAtlas 160.0 5.229076 5.0 1.5275402 true
<e> null grassObject grassObjAtlas 165.0 4.645066 5.0 2.245944 true
<e> null grassObject grassObjAtlas 165.0 4.645066 5.0 2.245944 true
<e> null grassObject grassObjAtlas 170.0 3.2750027 5.0 1.1080297 true
<e> null grassObject grassObjAtlas 170.0 3.2750027 5.0 1.1080297 true
<e> null grassObject grassObjAtlas 175.0 4.14116 5.0 1.5218362 true
<e> null grassObject grassObjAtlas 175.0 4.14116 5.0 1.5218362 true
<e> null grassObject grassObjAtlas 180.0 5.124204 5.0 2.372981 true
<e> null grassObject grassObjAtlas 180.0 5.124204 5.0 2.372981 true
<e> null grassObject grassObjAtlas 185.0 5.50605 5.0 2.6050644 true
<e> null grassObject grassObjAtlas 185.0 5.50605 5.0 2.6050644 true
<e> null grassObject grassObjAtlas 190.0 4.7133503 5.0 2.9253182 true
<e> null grassObject grassObjAtlas 190.0 4.7133503 5.0 2.9253182 true
<e> null grassObject grassObjAtlas 195.0 2.683748 5.0 2.5574155 true
<e> null grassObject grassObjAtlas 195.0 2.683748 5.0 2.5574155 true
<e> null grassObject grassObjAtlas 200.0 1.9454179 5.0 1.9624709 true
<e> null grassObject grassObjAtlas 200.0 1.9454179 5.0 1.9624709 true
<e> null grassObject grassObjAtlas 205.0 1.5107957 5.0 1.5368689 true
<e> null grassObject grassObjAtlas 205.0 1.5107957 5.0 1.5368689 true
<e> null grassObject grassObjAtlas 210.0 1.4788904 5.0 2.7033176 true
<e> null grassObject grassObjAtlas 210.0 1.4788904 5.0 2.7033176 true
<e> null grassObject grassObjAtlas 215.0 1.5112796 5.0 1.9359283 true
<e> null grassObject grassObjAtlas 215.0 1.5112796 5.0 1.9359283 true
<e> null grassObject grassObjAtlas 220.0 3.27509 5.0 2.716759 true
<e> null grassObject grassObjAtlas 220.0 3.27509 5.0 2.716759 true
<e> null grassObject grassObjAtlas 225.0 5.7582607 5.0 1.8111246 true
<e> null grassObject grassObjAtlas 225.0 5.7582607 5.0 1.8111246 true
<e> null grassObject grassObjAtlas 230.0 8.61709 5.0 2.175623 true
<e> null grassObject grassObjAtlas 230.0 8.61709 5.0 2.175623 true
<e> null grassObject grassObjAtlas 235.0 11.873121 5.0 2.7521253 true
<e> null grassObject grassObjAtlas 235.0 11.873121 5.0 2.7521253 true
<e> null grassObject grassObjAtlas 240.0 14.402138 5.0 2.5875237 true
<e> null grassObject grassObjAtlas 240.0 14.402138 5.0 2.5875237 true
<e> null grassObject grassObjAtlas 245.0 14.298245 5.0 1.2755518 true
<e> null grassObject grassObjAtlas 245.0 14.298245 5.0 1.2755518 true
<e> null grassObject grassObjAtlas 250.0 14.0523205 5.0 2.8162448 true
<e> null grassObject grassObjAtlas 250.0 14.0523205 5.0 2.8162448 true
<e> null grassObject grassObjAtlas 255.0 15.124254 5.0 2.8987231 true
<e> null grassObject grassObjAtlas 255.0 15.124254 5.0 2.8987231 true
<e> null grassObject grassObjAtlas 260.0 16.831001 5.0 2.0410495 true
<e> null grassObject grassObjAtlas 260.0 16.831001 5.0 2.0410495 true
<e> null grassObject grassObjAtlas 265.0 17.666708 5.0 2.2305841 true
<e> null grassObject grassObjAtlas 265.0 17.666708 5.0 2.2305841 true
<e> null grassObject grassObjAtlas 270.0 18.628298 5.0 2.4512062 true
<e> null grassObject grassObjAtlas 270.0 18.628298 5.0 2.4512062 true
<e> null grassObject grassObjAtlas 275.0 20.797834 5.0 2.8458261 true
<e> null grassObject grassObjAtlas 275.0 20.797834 5.0 2.8458261 true
<e> null grassObject grassObjAtlas 280.0 21.95327 5.0 1.089323 true
<e> null grassObject grassObjAtlas 280.0 21.95327 5.0 1.089323 true
<e> null grassObject grassObjAtlas 285.0 21.98901 5.0 1.1746825 true
<e> null grassObject grassObjAtlas 285.0 21.98901 5.0 1.1746825 true
<e> null grassObject grassObjAtlas 290.0 20.666256 5.0 1.3964698 true
<e> null grassObject grassObjAtlas 290.0 20.666256 5.0 1.3964698 true
<e> null grassObject grassObjAtlas 295.0 19.809778 5.0 1.0923226 true
<e> null grassObject grassObjAtlas 295.0 19.809778 5.0 1.0923226 true
<e> null grassObject grassObjAtlas 300.0 19.652153 5.0 2.1374068 true
<e> null grassObject grassObjAtlas 300.0 19.652153 5.0 2.1374068 true
<e> null grassObject grassObjAtlas 305.0 19.95081 5.0 2.93174 true
<e> null grassObject grassObjAtlas 305.0 19.95081 5.0 2.93174 true
<e> null grassObject grassObjAtlas 310.0 20.076725 5.0 2.8646884 true
<e> null grassObject grassObjAtlas 310.0 20.076725 5.0 2.8646884 true
<e> null grassObject grassObjAtlas 315.0 19.315659 5.0 2.032238 true
<e> null grassObject grassObjAtlas 315.0 19.315659 5.0 2.032238 true
<e> null grassObject grassObjAtlas 320.0 18.631962 5.0 2.691343 true
<e> null grassObject grassObjAtlas 320.0 18.631962 5.0 2.691343 true
<e> null grassObject grassObjAtlas 325.0 17.701542 5.0 1.0881263 true
<e> null grassObject grassObjAtlas 325.0 17.701542 5.0 1.0881263 true
<e> null grassObject grassObjAtlas 330.0 16.015316 5.0 2.5649133 true
<e> null grassObject grassObjAtlas 330.0 16.015316 5.0 2.5649133 true
<e> null grassObject grassObjAtlas 335.0 14.0091305 5.0 1.0512942 true
<e> null grassObject grassObjAtlas 335.0 14.0091305 5.0 1.0512942 true
<e> null grassObject grassObjAtlas 340.0 13.081405 5.0 2.5587263 true
<e> null grassObject grassObjAtlas 340.0 13.081405 5.0 2.5587263 true
<e> null grassObject grassObjAtlas 345.0 13.387007 5.0 1.3954402 true
<e> null grassObject grassObjAtlas 345.0 13.387007 5.0 1.3954402 true
<e> null grassObject grassObjAtlas 350.0 12.366201 5.0 1.9135337 true
<e> null grassObject grassObjAtlas 350.0 12.366201 5.0 1.9135337 true
<e> null grassObject grassObjAtlas 355.0 11.8016205 5.0 1.5536809 true
<e> null grassObject grassObjAtlas 355.0 11.8016205 5.0 1.5536809 true
<e> null grassObject grassObjAtlas 360.0 12.721467 5.0 1.0744791 true
<e> null grassObject grassObjAtlas 360.0 12.721467 5.0 1.0744791 true
<e> null grassObject grassObjAtlas 365.0 14.196418 5.0 2.3360534 true
<e> null grassObject grassObjAtlas 365.0 14.196418 5.0 2.3360534 true
<e> null grassObject grassObjAtlas 370.0 13.151135 5.0 2.0813591 true
<e> null grassObject grassObjAtlas 370.0 13.151135 5.0 2.0813591 true
<e> null grassObject grassObjAtlas 375.0 10.779065 5.0 2.3163235 true
<e> null grassObject grassObjAtlas 375.0 10.779065 5.0 2.3163235 true
<e> null grassObject grassObjAtlas 380.0 8.480648 5.0 1.0972509 true
<e> null grassObject grassObjAtlas 380.0 8.480648 5.0 1.0972509 true
<e> null grassObject grassObjAtlas 385.0 7.307617 5.0 1.4020404 true
<e> null grassObject grassObjAtlas 385.0 7.307617 5.0 1.4020404 true
<e> null grassObject grassObjAtlas 390.0 6.0530205 5.0 2.2209058 true
<e> null grassObject grassObjAtlas 390.0 6.0530205 5.0 2.2209058 true
<e> null grassObject grassObjAtlas 395.0 3.8392859 5.0 1.077687 true
<e> null grassObject grassObjAtlas 395.0 3.8392859 5.0 1.077687 true
<e> null grassObject grassObjAtlas 400.0 2.5785093 5.0 2.0472546 true
<e> null grassObject grassObjAtlas 400.0 2.5785093 5.0 2.0472546 true
<e> null grassObject grassObjAtlas 405.0 2.272469 5.0 2.804114 true
<e> null grassObject grassObjAtlas 405.0 2.272469 5.0 2.804114 true
<e> null grassObject grassObjAtlas 410.0 3.2017236 5.0 2.6495771 true
<e> null grassObject grassObjAtlas 410.0 3.2017236 5.0 2.6495771 true
<e> null grassObject grassObjAtlas 415.0 3.1020038 5.0 1.5904264 true
<e> null grassObject grassObjAtlas 415.0 3.1020038 5.0 1.5904264 true
<e> null grassObject grassObjAtlas 420.0 1.6708245 5.0 2.0942435 true
<e> null grassObject grassObjAtlas 420.0 1.6708245 5.0 2.0942435 true
<e> null grassObject grassObjAtlas 425.0 0.5294293 5.0 2.3056898 true
<e> null grassObject grassObjAtlas 425.0 0.5294293 5.0 2.3056898 true
<e> null grassObject grassObjAtlas 430.0 0.720218 5.0 2.5085773 true
<e> null grassObject grassObjAtlas 430.0 0.720218 5.0 2.5085773 true
<e> null grassObject grassObjAtlas 435.0 2.6449718 5.0 2.5019574 true
<e> null grassObject grassObjAtlas 435.0 2.6449718 5.0 2.5019574 true
<e> null grassObject grassObjAtlas 440.0 4.150779 5.0 1.7547231 true
<e> null grassObject grassObjAtlas 440.0 4.150779 5.0 1.7547231 true
<e> null grassObject grassObjAtlas 445.0 5.7330256 5.0 1.6682274 true
<e> null grassObject grassObjAtlas 445.0 5.7330256 5.0 1.6682274 true
<e> null grassObject grassObjAtlas 450.0 6.7575464 5.0 1.4740357 true
<e> null grassObject grassObjAtlas 450.0 6.7575464 5.0 1.4740357 true
<e> null grassObject grassObjAtlas 455.0 7.073967 5.0 1.3742894 true
<e> null grassObject grassObjAtlas 455.0 7.073967 5.0 1.3742894 true
<e> null grassObject grassObjAtlas 460.0 8.119527 5.0 1.6203842 true
<e> null grassObject grassObjAtlas 460.0 8.119527 5.0 1.6203842 true
<e> null grassObject grassObjAtlas 465.0 10.372194 5.0 2.7975104 true
<e> null grassObject grassObjAtlas 465.0 10.372194 5.0 2.7975104 true
<e> null grassObject grassObjAtlas 470.0 13.393192 5.0 2.4659576 true
<e> null grassObject grassObjAtlas 470.0 13.393192 5.0 2.4659576 true
<e> null grassObject grassObjAtlas 475.0 15.703471 5.0 1.9142249 true
<e> null grassObject grassObjAtlas 475.0 15.703471 5.0 1.9142249 true
<e> null grassObject grassObjAtlas 480.0 16.430105 5.0 1.7151294 true
<e> null grassObject grassObjAtlas 480.0 16.430105 5.0 1.7151294 true
<e> null grassObject grassObjAtlas 485.0 14.53629 5.0 2.0965388 true
<e> null grassObject grassObjAtlas 485.0 14.53629 5.0 2.0965388 true
<e> null grassObject grassObjAtlas 490.0 11.737022 5.0 2.9822621 true
<e> null grassObject grassObjAtlas 490.0 11.737022 5.0 2.9822621 true
<e> null grassObject grassObjAtlas 495.0 8.81049 5.0 1.0572977 true
<e> null grassObject grassObjAtlas 495.0 8.81049 5.0 1.0572977 true
<e> null grassObject grassObjAtlas 500.0 6.62939 5.0 1.0659614 true
<e> null grassObject grassObjAtlas 500.0 6.62939 5.0 1.0659614 true
<e> null grassObject grassObjAtlas 505.0 5.7764907 5.0 2.7592273 true
<e> null grassObject grassObjAtlas 505.0 5.7764907 5.0 2.7592273 true
<e> null grassObject grassObjAtlas 510.0 7.045659 5.0 2.6793022 true
<e> null grassObject grassObjAtlas 510.0 7.045659 5.0 2.6793022 true
<e> null grassObject grassObjAtlas 515.0 8.4684725 5.0 2.9335878 true
<e> null grassObject grassObjAtlas 515.0 8.4684725 5.0 2.9335878 true
<e> null grassObject grassObjAtlas 520.0 9.840849 5.0 1.4733917 true
<e> null grassObject grassObjAtlas 520.0 9.840849 5.0 1.4733917 true
<e> null grassObject grassObjAtlas 525.0 10.43441 5.0 2.780116 true
<e> null grassObject grassObjAtlas 525.0 10.43441 5.0 2.780116 true
<e> null grassObject grassObjAtlas 530.0 10.093223 5.0 2.1269135 true
<e> null grassObject grassObjAtlas 530.0 10.093223 5.0 2.1269135 true
<e> null grassObject grassObjAtlas 535.0 10.020067 5.0 2.9408145 true
<e> null grassObject grassObjAtlas 535.0 10.020067 5.0 2.9408145 true
<e> null grassObject grassObjAtlas 540.0 11.791548 5.0 1.1799114 true
<e> null grassObject grassObjAtlas 540.0 11.791548 5.0 1.1799114 true
<e> null grassObject grassObjAtlas 545.0 13.200817 5.0 1.3088183 true
<e> null grassObject grassObjAtlas 545.0 13.200817 5.0 1.3088183 true
<e> null grassObject grassObjAtlas 550.0 13.763927 5.0 2.2851634 true
<e> null grassObject grassObjAtlas 550.0 13.763927 5.0 2.2851634 true
<e> null grassObject grassObjAtlas 555.0 13.424134 5.0 1.159876 true
<e> null grassObject grassObjAtlas 555.0 13.424134 5.0 1.159876 true
<e> null grassObject grassObjAtlas 560.0 12.936928 5.0 2.1604686 true
<e> null grassObject grassObjAtlas 560.0 12.936928 5.0 2.1604686 true
<e> null grassObject grassObjAtlas 565.0 12.603815 5.0 1.6439421 true
<e> null grassObject grassObjAtlas 565.0 12.603815 5.0 1.6439421 true
<e> null grassObject grassObjAtlas 570.0 11.829073 5.0 2.1816268 true
<e> null grassObject grassObjAtlas 570.0 11.829073 5.0 2.1816268 true
<e> null grassObject grassObjAtlas 575.0 10.280335 5.0 2.1702733 true
<e> null grassObject grassObjAtlas 575.0 10.280335 5.0 2.1702733 true
<e> null grassObject grassObjAtlas 580.0 8.253983 5.0 1.0967759 true
<e> null grassObject grassObjAtlas 580.0 8.253983 5.0 1.0967759 true
<e> null grassObject grassObjAtlas 585.0 6.367877 5.0 1.6397417 true
<e> null grassObject grassObjAtlas 585.0 6.367877 5.0 1.6397417 true
<e> null grassObject grassObjAtlas 590.0 4.971982 5.0 1.5121496 true
<e> null grassObject grassObjAtlas 590.0 4.971982 5.0 1.5121496 true
<e> null grassObject grassObjAtlas 595.0 3.880171 5.0 1.9576106 true
<e> null grassObject grassObjAtlas 595.0 3.880171 5.0 1.9576106 true
<e> null grassObject grassObjAtlas 600.0 2.9251304 5.0 2.7476707 true
<e> null grassObject grassObjAtlas 600.0 2.9251304 5.0 2.7476707 true
<e> null grassObject grassObjAtlas 605.0 2.9309332 5.0 1.5897679 true
<e> null grassObject grassObjAtlas 605.0 2.9309332 5.0 1.5897679 true
<e> null grassObject grassObjAtlas 610.0 5.283726 5.0 1.4446996 true
<e> null grassObject grassObjAtlas 610.0 5.283726 5.0 1.4446996 true
<e> null grassObject grassObjAtlas 615.0 7.7079425 5.0 2.052647 true
<e> null grassObject grassObjAtlas 615.0 7.7079425 5.0 2.052647 true
<e> null grassObject grassObjAtlas 620.0 8.473953 5.0 1.3906361 true
<e> null grassObject grassObjAtlas 620.0 8.473953 5.0 1.3906361 true
<e> null grassObject grassObjAtlas 625.0 7.3863363 5.0 1.7553045 true
<e> null grassObject grassObjAtlas 625.0 7.3863363 5.0 1.7553045 true
<e> null grassObject grassObjAtlas 630.0 5.8692594 5.0 2.7750497 true
<e> null grassObject grassObjAtlas 630.0 5.8692594 5.0 2.7750497 true
<e> null grassObject grassObjAtlas 635.0 6.272243 5.0 2.3011217 true
<e> null grassObject grassObjAtlas 635.0 6.272243 5.0 2.3011217 true
<e> null grassObject grassObjAtlas 640.0 6.4679494 5.0 1.2849829 true
<e> null grassObject grassObjAtlas 640.0 6.4679494 5.0 1.2849829 true
<e> null grassObject grassObjAtlas 645.0 6.190957 5.0 2.6223888 true
<e> null grassObject grassObjAtlas 645.0 6.190957 5.0 2.6223888 true
<e> null grassObject grassObjAtlas 650.0 4.8194613 5.0 1.7646753 true
<e> null grassObject grassObjAtlas 650.0 4.8194613 5.0 1.7646753 true
<e> null grassObject grassObjAtlas 655.0 3.1079042 5.0 2.735855 true
<e> null grassObject grassObjAtlas 655.0 3.1079042 5.0 2.735855 true
<e> null grassObject grassObjAtlas 660.0 1.4294913 5.0 2.6950865 true
<e> null grassObject grassObjAtlas 660.0 1.4294913 5.0 2.6950865 true
<e> null grassObject grassObjAtlas 665.0 0.41826802 5.0 2.699737 true
<e> null grassObject grassObjAtlas 665.0 0.41826802 5.0 2.699737 true
<e> null grassObject grassObjAtlas 670.0 0.25657928 5.0 2.4853902 true
<e> null grassObject grassObjAtlas 670.0 0.25657928 5.0 2.4853902 true
<e> null grassObject grassObjAtlas 675.0 1.0046223 5.0 1.9073861 true
<e> null grassObject grassObjAtlas 675.0 1.0046223 5.0 1.9073861 true
<e> null grassObject grassObjAtlas 680.0 3.5958953 5.0 1.912456 true
<e> null grassObject grassObjAtlas 680.0 3.5958953 5.0 1.912456 true
<e> null grassObject grassObjAtlas 685.0 6.132836 5.0 1.2109053 true
<e> null grassObject grassObjAtlas 685.0 6.132836 5.0 1.2109053 true
<e> null grassObject grassObjAtlas 690.0 8.05065 5.0 2.3018873 true
<e> null grassObject grassObjAtlas 690.0 8.05065 5.0 2.3018873 true
<e> null grassObject grassObjAtlas 695.0 8.542241 5.0 1.7266715 true
<e> null grassObject grassObjAtlas 695.0 8.542241 5.0 1.7266715 true
<e> null grassObject grassObjAtlas 700.0 7.499812 5.0 1.9283121 true
<e> null grassObject grassObjAtlas 700.0 7.499812 5.0 1.9283121 true
<e> null grassObject grassObjAtlas 705.0 5.1336737 5.0 2.3875325 true
<e> null grassObject grassObjAtlas 705.0 5.1336737 5.0 2.3875325 true
<e> null grassObject grassObjAtlas 710.0 4.723254 5.0 2.2424846 true
<e> null grassObject grassObjAtlas 710.0 4.723254 5.0 2.2424846 true
<e> null grassObject grassObjAtlas 715.0 5.603052 5.0 1.3831459 true
<e> null grassObject grassObjAtlas 715.0 5.603052 5.0 1.3831459 true
<e> null grassObject grassObjAtlas 720.0 7.57661 5.0 2.9337335 true
<e> null grassObject grassObjAtlas 720.0 7.57661 5.0 2.9337335 true
<e> null grassObject grassObjAtlas 725.0 9.613516 5.0 2.2365332 true
<e> null grassObject grassObjAtlas 725.0 9.613516 5.0 2.2365332 true
<e> null grassObject grassObjAtlas 730.0 11.691305 5.0 2.4400291 true
<e> null grassObject grassObjAtlas 730.0 11.691305 5.0 2.4400291 true
<e> null grassObject grassObjAtlas 735.0 11.834084 5.0 1.2236955 true
<e> null grassObject grassObjAtlas 735.0 11.834084 5.0 1.2236955 true
<e> null grassObject grassObjAtlas 740.0 11.85497 5.0 2.6623292 true
<e> null grassObject grassObjAtlas 740.0 11.85497 5.0 2.6623292 true
<e> null grassObject grassObjAtlas 745.0 11.796955 5.0 1.6326153 true
<e> null grassObject grassObjAtlas 745.0 11.796955 5.0 1.6326153 true
<e> null grassObject grassObjAtlas 750.0 10.559586 5.0 2.5690384 true
<e> null grassObject grassObjAtlas 750.0 10.559586 5.0 2.5690384 true
<e> null grassObject grassObjAtlas 755.0 7.4700775 5.0 1.612874 true
<e> null grassObject grassObjAtlas 755.0 7.4700775 5.0 1.612874 true
<e> null grassObject grassObjAtlas 760.0 5.026082 5.0 1.7407746 true
<e> null grassObject grassObjAtlas 760.0 5.026082 5.0 1.7407746 true
<e> null grassObject grassObjAtlas 765.0 3.6064782 5.0 1.3785219 true
<e> null grassObject grassObjAtlas 765.0 3.6064782 5.0 1.3785219 true
<e> null grassObject grassObjAtlas 770.0 3.6900294 5.0 2.261811 true
<e> null grassObject grassObjAtlas 770.0 3.6900294 5.0 2.261811 true
<e> null grassObject grassObjAtlas 775.0 4.1967382 5.0 1.7419506 true
<e> null grassObject grassObjAtlas 775.0 4.1967382 5.0 1.7419506 true
<e> null grassObject grassObjAtlas 780.0 4.1897173 5.0 2.6754556 true
<e> null grassObject grassObjAtlas 780.0 4.1897173 5.0 2.6754556 true
<e> null grassObject grassObjAtlas 785.0 2.6785913 5.0 1.478903 true
<e> null grassObject grassObjAtlas 785.0 2.6785913 5.0 1.478903 true
<e> null grassObject grassObjAtlas 790.0 1.2593033 5.0 2.8553727 true
<e> null grassObject grassObjAtlas 790.0 1.2593033 5.0 2.8553727 true
<e> null grassObject grassObjAtlas 795.0 0.43569195 5.0 1.1141447 true
<e> null grassObject grassObjAtlas 795.0 0.43569195 5.0 1.1141447 true
<e> null grassObject grassObjAtlas 0.0 4.771283 10.0 2.8788352 true
<e> null grassObject grassObjAtlas 0.0 4.771283 10.0 2.8788352 true
<e> null grassObject grassObjAtlas 5.0 3.6764386 10.0 2.2897487 true
<e> null grassObject grassObjAtlas 5.0 3.6764386 10.0 2.2897487 true
