#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 3.4663596 10.0 1.0 false
<e> null grassObject grassObjAtlas 105.0 2.0785937 5.0 2.9979258 true
<e> null grassObject grassObjAtlas 105.0 2.0785937 5.0 2.9979258 true
<e> null grassObject grassObjAtlas 110.0 2.3176928 5.0 2.866961 true
<e> null grassObject grassObjAtlas 110.0 2.3176928 5.0 2.866961 true
<e> null grassObject grassObjAtlas 115.0 3.394199 5.0 2.9892316 true
<e> null grassObject grassObjAtlas 115.0 3.394199 5.0 2.9892316 true
<e> null grassObject grassObjAtlas 120.0 5.331209 5.0 1.6298742 true
<e> null grassObject grassObjAtlas 120.0 5.331209 5.0 1.6298742 true
<e> null grassObject grassObjAtlas 125.0 6.4860163 5.0 1.3580785 true
<e> null grassObject grassObjAtlas 125.0 6.4860163 5.0 1.3580785 true
<e> null grassObject grassObjAtlas 130.0 7.138588 5.0 1.5909384 true
<e> null grassObject grassObjAtlas 130.0 7.138588 5.0 1.5909384 true
<e> null grassObject grassObjAtlas 135.0 6.8410397 5.0 2.81313 true
<e> null grassObject grassObjAtlas 135.0 6.8410397 5.0 2.81313 true
<e> null grassObject grassObjAtlas 140.0 5.8637953 5.0 2.4992726 true
<e> null grassObject grassObjAtlas 140.0 5.8637953 5.0 2.4992726 true
<e> null grassObject grassObjAtlas 145.0 5.29369 5.0 1.9485953 true
<e> null grassObject grassObjAtlas 145.0 5.29369 5.0 1.9485953 true
<e> null grassObject grassObjAtlas 150.0 5.540274 5.0 1.4673499 true
<e> null grassObject grassObjAtlas 150.0 5.540274 5.0 1.4673499 true
<e> null grassObject grassObjAtlas 155.0 5.5100203 5.0 2.8445349 true
<e> null grassObject grassObjAtlas 155.0 5.5100203 5.0 2.8445349 true
<e> null grassObject grassObjAtlas 160.0 4.8779488 5.0 1.7338169 true
<e> null grassObject grassObjAtlas 160.0 4.8779488 5.0 1.7338169 true
<e> null grassObject grassObjAtlas 165.0 3.8600988 5.0 2.647408 true
<e> null grassObject grassObjAtlas 165.0 3.8600988 5.0 2.647408 true
<e> null grassObject grassObjAtlas 170.0 2.301925 5.0 2.9607644 true
<e> null grassObject grassObjAtlas 170.0 2.301925 5.0 2.9607644 true
<e> null grassObject grassObjAtlas 175.0 1.6250569 5.0 2.154585 true
<e> null grassObject grassObjAtlas 175.0 1.6250569 5.0 2.154585 true
<e> null grassObject grassObjAtlas 180.0 1.3326606 5.0 2.2799578 true
<e> null grassObject grassObjAtlas 180.0 1.3326606 5.0 2.2799578 true
<e> null grassObject grassObjAtlas 185.0 1.6011989 5.0 1.0578954 true
<e> null grassObject grassObjAtlas 185.0 1.6011989 5.0 1.0578954 true
<e> null grassObject grassObjAtlas 190.0 2.7013392 5.0 1.8643628 true
<e> null grassObject grassObjAtlas 190.0 2.7013392 5.0 1.8643628 true
<e> null grassObject grassObjAtlas 195.0 5.061854 5.0 2.79488 true
<e> null grassObject grassObjAtlas 195.0 5.061854 5.0 2.79488 true
<e> null grassObject grassObjAtlas 200.0 6.0578785 5.0 2.2099524 true
<e> null grassObject grassObjAtlas 200.0 6.0578785 5.0 2.2099524 true
<e> null grassObject grassObjAtlas 205.0 6.2437987 5.0 1.9766738 true
<e> null grassObject grassObjAtlas 205.0 6.2437987 5.0 1.9766738 true
<e> null grassObject grassObjAtlas 210.0 5.962081 5.0 2.3357842 true
<e> null grassObject grassObjAtlas 210.0 5.962081 5.0 2.3357842 true
<e> null grassObject grassObjAtlas 215.0 5.4579062 5.0 2.7041206 true
<e> null grassObject grassObjAtlas 215.0 5.4579062 5.0 2.7041206 true
<e> null grassObject grassObjAtlas 220.0 6.0336137 5.0 2.296577 true
<e> null grassObject grassObjAtlas 220.0 6.0336137 5.0 2.296577 true
<e> null grassObject grassObjAtlas 225.0 7.641638 5.0 2.375702 true
<e> null grassObject grassObjAtlas 225.0 7.641638 5.0 2.375702 true
<e> null grassObject grassObjAtlas 230.0 10.040964 5.0 1.581519 true
<e> null grassObject grassObjAtlas 230.0 10.040964 5.0 1.581519 true
<e> null grassObject grassObjAtlas 235.0 12.212716 5.0 1.9904251 true
<e> null grassObject grassObjAtlas 235.0 12.212716 5.0 1.9904251 true
<e> null grassObject grassObjAtlas 240.0 13.232185 5.0 1.757167 true
<e> null grassObject grassObjAtlas 240.0 13.232185 5.0 1.757167 true
<e> null grassObject grassObjAtlas 245.0 14.841324 5.0 1.6453428 true
<e> null grassObject grassObjAtlas 245.0 14.841324 5.0 1.6453428 true
<e> null grassObject grassObjAtlas 250.0 17.274149 5.0 2.9936204 true
<e> null grassObject grassObjAtlas 250.0 17.274149 5.0 2.9936204 true
<e> null grassObject grassObjAtlas 255.0 19.430336 5.0 2.641623 true
<e> null grassObject grassObjAtlas 255.0 19.430336 5.0 2.641623 true
<e> null grassObject grassObjAtlas 260.0 20.595634 5.0 1.5654845 true
<e> null grassObject grassObjAtlas 260.0 20.595634 5.0 1.5654845 true
<e> null grassObject grassObjAtlas 265.0 20.693045 5.0 2.0969815 true
<e> null grassObject grassObjAtlas 265.0 20.693045 5.0 2.0969815 true
<e> null grassObject grassObjAtlas 270.0 19.444546 5.0 2.9975834 true
<e> null grassObject grassObjAtlas 270.0 19.444546 5.0 2.9975834 true
<e> null grassObject grassObjAtlas 275.0 19.20454 5.0 2.4990418 true
<e> null grassObject grassObjAtlas 275.0 19.20454 5.0 2.4990418 true
<e> null grassObject grassObjAtlas 280.0 19.217457 5.0 1.9662405 true
<e> null grassObject grassObjAtlas 280.0 19.217457 5.0 1.9662405 true
<e> null grassObject grassObjAtlas 285.0 18.777733 5.0 1.5382435 true
<e> null grassObject grassObjAtlas 285.0 18.777733 5.0 1.5382435 true
<e> null grassObject grassObjAtlas 290.0 17.393131 5.0 1.387821 true
<e> null grassObject grassObjAtlas 290.0 17.393131 5.0 1.387821 true
<e> null grassObject grassObjAtlas 295.0 17.631435 5.0 1.675997 true
<e> null grassObject grassObjAtlas 295.0 17.631435 5.0 1.675997 true
<e> null grassObject grassObjAtlas 300.0 18.955334 5.0 1.1259253 true
<e> null grassObject grassObjAtlas 300.0 18.955334 5.0 1.1259253 true
<e> null grassObject grassObjAtlas 305.0 20.745792 5.0 2.1108208 true
<e> null grassObject grassObjAtlas 305.0 20.745792 5.0 2.1108208 true
<e> null grassObject grassObjAtlas 310.0 22.449862 5.0 1.5072435 true
<e> null grassObject grassObjAtlas 310.0 22.449862 5.0 1.5072435 true
<e> null grassObject grassObjAtlas 315.0 22.515968 5.0 1.5104024 true
<e> null grassObject grassObjAtlas 315.0 22.515968 5.0 1.5104024 true
<e> null grassObject grassObjAtlas 320.0 22.021832 5.0 1.2149297 true
<e> null grassObject grassObjAtlas 320.0 22.021832 5.0 1.2149297 true
<e> null grassObject grassObjAtlas 325.0 21.288567 5.0 1.5203583 true
<e> null grassObject grassObjAtlas 325.0 21.288567 5.0 1.5203583 true
<e> null grassObject grassObjAtlas 330.0 20.763783 5.0 1.2700238 true
<e> null grassObject grassObjAtlas 330.0 20.763783 5.0 1.2700238 true
<e> null grassObject grassObjAtlas 335.0 20.120035 5.0 2.6116207 true
<e> null grassObject grassObjAtlas 335.0 20.120035 5.0 2.6116207 true
<e> null grassObject grassObjAtlas 340.0 19.418392 5.0 2.63977 true
<e> null grassObject grassObjAtlas 340.0 19.418392 5.0 2.63977 true
<e> null grassObject grassObjAtlas 345.0 18.248213 5.0 2.2898104 true
<e> null grassObject grassObjAtlas 345.0 18.248213 5.0 2.2898104 true
<e> null grassObject grassObjAtlas 350.0 18.345165 5.0 2.7317142 true
<e> null grassObject grassObjAtlas 350.0 18.345165 5.0 2.7317142 true
<e> null grassObject grassObjAtlas 355.0 19.39779 5.0 1.5948775 true
<e> null grassObject grassObjAtlas 355.0 19.39779 5.0 1.5948775 true
<e> null grassObject grassObjAtlas 360.0 21.011173 5.0 2.6305552 true
<e> null grassObject grassObjAtlas 360.0 21.011173 5.0 2.6305552 true
<e> null grassObject grassObjAtlas 365.0 21.212034 5.0 1.7321292 true
<e> null grassObject grassObjAtlas 365.0 21.212034 5.0 1.7321292 true
<e> null grassObject grassObjAtlas 370.0 21.19163 5.0 2.6784525 true
<e> null grassObject grassObjAtlas 370.0 21.19163 5.0 2.6784525 true
<e> null grassObject grassObjAtlas 375.0 21.186104 5.0 1.6922641 true
<e> null grassObject grassObjAtlas 375.0 21.186104 5.0 1.6922641 true
<e> null grassObject grassObjAtlas 380.0 21.835554 5.0 2.9376595 true
<e> null grassObject grassObjAtlas 380.0 21.835554 5.0 2.9376595 true
<e> null grassObject grassObjAtlas 385.0 23.32212 5.0 1.9650993 true
<e> null grassObject grassObjAtlas 385.0 23.32212 5.0 1.9650993 true
<e> null grassObject grassObjAtlas 390.0 24.637283 5.0 1.5370787 true
<e> null grassObject grassObjAtlas 390.0 24.637283 5.0 1.5370787 true
<e> null grassObject grassObjAtlas 395.0 26.037859 5.0 2.5875568 true
<e> null grassObject grassObjAtlas 395.0 26.037859 5.0 2.5875568 true
<e> null grassObject grassObjAtlas 400.0 26.766903 5.0 1.002906 true
<e> null grassObject grassObjAtlas 400.0 26.766903 5.0 1.002906 true
<e> null grassObject grassObjAtlas 405.0 27.519424 5.0 1.4805877 true
<e> null grassObject grassObjAtlas 405.0 27.519424 5.0 1.4805877 true
<e> null grassObject grassObjAtlas 410.0 27.786076 5.0 2.8005586 true
<e> null grassObject grassObjAtlas 410.0 27.786076 5.0 2.8005586 true
<e> null grassObject grassObjAtlas 415.0 28.434345 5.0 1.5427883 true
<e> null grassObject grassObjAtlas 415.0 28.434345 5.0 1.5427883 true
<e> null grassObject grassObjAtlas 420.0 29.156096 5.0 1.6443713 true
<e> null grassObject grassObjAtlas 420.0 29.156096 5.0 1.6443713 true
<e> null grassObject grassObjAtlas 425.0 29.665894 5.0 1.5324295 true
<e> null grassObject grassObjAtlas 425.0 29.665894 5.0 1.5324295 true
<e> null grassObject grassObjAtlas 430.0 29.782724 5.0 2.1181855 true
<e> null grassObject grassObjAtlas 430.0 29.782724 5.0 2.1181855 true
<e> null grassObject grassObjAtlas 435.0 29.83439 5.0 1.1677026 true
<e> null grassObject grassObjAtlas 435.0 29.83439 5.0 1.1677026 true
<e> null grassObject grassObjAtlas 440.0 30.562788 5.0 2.0302749 true
<e> null grassObject grassObjAtlas 440.0 30.562788 5.0 2.0302749 true
<e> null grassObject grassObjAtlas 445.0 31.409702 5.0 1.9216232 true
<e> null grassObject grassObjAtlas 445.0 31.409702 5.0 1.9216232 true
<e> null grassObject grassObjAtlas 450.0 32.594574 5.0 2.2176228 true
<e> null grassObject grassObjAtlas 450.0 32.594574 5.0 2.2176228 true
<e> null grassObject grassObjAtlas 455.0 35.123238 5.0 1.028934 true
<e> null grassObject grassObjAtlas 455.0 35.123238 5.0 1.028934 true
<e> null grassObject grassObjAtlas 460.0 38.58488 5.0 1.5162255 true
<e> null grassObject grassObjAtlas 460.0 38.58488 5.0 1.5162255 true
<e> null grassObject grassObjAtlas 465.0 41.180374 5.0 1.6344655 true
<e> null grassObject grassObjAtlas 465.0 41.180374 5.0 1.6344655 true
<e> null grassObject grassObjAtlas 470.0 42.143883 5.0 2.905906 true
<e> null grassObject grassObjAtlas 470.0 42.143883 5.0 2.905906 true
<e> null grassObject grassObjAtlas 475.0 42.72583 5.0 2.7039518 true
<e> null grassObject grassObjAtlas 475.0 42.72583 5.0 2.7039518 true
<e> null grassObject grassObjAtlas 480.0 43.512512 5.0 1.781435 true
<e> null grassObject grassObjAtlas 480.0 43.512512 5.0 1.781435 true
<e> null grassObject grassObjAtlas 485.0 44.72003 5.0 2.2287016 true
<e> null grassObject grassObjAtlas 485.0 44.72003 5.0 2.2287016 true
<e> null grassObject grassObjAtlas 490.0 45.131287 5.0 2.5391254 true
<e> null grassObject grassObjAtlas 490.0 45.131287 5.0 2.5391254 true
<e> null grassObject grassObjAtlas 495.0 46.518578 5.0 2.8555136 true
<e> null grassObject grassObjAtlas 495.0 46.518578 5.0 2.8555136 true
<e> null grassObject grassObjAtlas 500.0 48.160477 5.0 1.623337 true
<e> null grassObject grassObjAtlas 500.0 48.160477 5.0 1.623337 true
<e> null grassObject grassObjAtlas 505.0 49.938366 5.0 1.8647305 true
<e> null grassObject grassObjAtlas 505.0 49.938366 5.0 1.8647305 true
<e> null grassObject grassObjAtlas 510.0 51.422127 5.0 2.5555701 true
<e> null grassObject grassObjAtlas 510.0 51.422127 5.0 2.5555701 true
<e> null grassObject grassObjAtlas 515.0 54.343266 5.0 2.435577 true
<e> null grassObject grassObjAtlas 515.0 54.343266 5.0 2.435577 true
<e> null grassObject grassObjAtlas 520.0 55.586067 5.0 2.7563713 true
<e> null grassObject grassObjAtlas 520.0 55.586067 5.0 2.7563713 true
<e> null grassObject grassObjAtlas 525.0 55.237396 5.0 1.443346 true
<e> null grassObject grassObjAtlas 525.0 55.237396 5.0 1.443346 true
<e> null grassObject grassObjAtlas 530.0 53.45671 5.0 1.9346998 true
<e> null grassObject grassObjAtlas 530.0 53.45671 5.0 1.9346998 true
<e> null grassObject grassObjAtlas 535.0 51.1974 5.0 2.2233193 true
<e> null grassObject grassObjAtlas 535.0 51.1974 5.0 2.2233193 true
<e> null grassObject grassObjAtlas 540.0 48.96857 5.0 2.0095296 true
<e> null grassObject grassObjAtlas 540.0 48.96857 5.0 2.0095296 true
<e> null grassObject grassObjAtlas 545.0 48.465683 5.0 1.4384598 true
<e> null grassObject grassObjAtlas 545.0 48.465683 5.0 1.4384598 true
<e> null grassObject grassObjAtlas 550.0 48.871574 5.0 1.7743919 true
<e> null grassObject grassObjAtlas 550.0 48.871574 5.0 1.7743919 true
<e> null grassObject grassObjAtlas 555.0 49.69278 5.0 1.5601193 true
<e> null grassObject grassObjAtlas 555.0 49.69278 5.0 1.5601193 true
<e> null grassObject grassObjAtlas 560.0 50.16186 5.0 1.4285805 true
<e> null grassObject grassObjAtlas 560.0 50.16186 5.0 1.4285805 true
<e> null grassObject grassObjAtlas 565.0 49.78932 5.0 2.702693 true
<e> null grassObject grassObjAtlas 565.0 49.78932 5.0 2.702693 true
<e> null grassObject grassObjAtlas 570.0 47.967552 5.0 1.5714815 true
<e> null grassObject grassObjAtlas 570.0 47.967552 5.0 1.5714815 true
<e> null grassObject grassObjAtlas 575.0 45.613525 5.0 2.3650594 true
<e> null grassObject grassObjAtlas 575.0 45.613525 5.0 2.3650594 true
<e> null grassObject grassObjAtlas 580.0 44.56316 5.0 2.9627237 true
<e> null grassObject grassObjAtlas 580.0 44.56316 5.0 2.9627237 true
<e> null grassObject grassObjAtlas 585.0 43.408955 5.0 2.7756877 true
<e> null grassObject grassObjAtlas 585.0 43.408955 5.0 2.7756877 true
<e> null grassObject grassObjAtlas 590.0 42.45601 5.0 2.2456965 true
<e> null grassObject grassObjAtlas 590.0 42.45601 5.0 2.2456965 true
<e> null grassObject grassObjAtlas 595.0 42.92711 5.0 2.2977061 true
<e> null grassObject grassObjAtlas 595.0 42.92711 5.0 2.2977061 true
<e> null grassObject grassObjAtlas 600.0 44.14981 5.0 2.65175 true
<e> null grassObject grassObjAtlas 600.0 44.14981 5.0 2.65175 true
<e> null grassObject grassObjAtlas 605.0 45.82216 5.0 1.0394361 true
<e> null grassObject grassObjAtlas 605.0 45.82216 5.0 1.0394361 true
<e> null grassObject grassObjAtlas 610.0 47.100967 5.0 2.4646668 true
<e> null grassObject grassObjAtlas 610.0 47.100967 5.0 2.4646668 true
<e> null grassObject grassObjAtlas 615.0 48.476578 5.0 1.2806355 true
<e> null grassObject grassObjAtlas 615.0 48.476578 5.0 1.2806355 true
<e> null grassObject grassObjAtlas 620.0 49.747044 5.0 2.5286102 true
<e> null grassObject grassObjAtlas 620.0 49.747044 5.0 2.5286102 true
<e> null grassObject grassObjAtlas 625.0 50.29039 5.0 1.4418774 true
<e> null grassObject grassObjAtlas 625.0 50.29039 5.0 1.4418774 true
<e> null grassObject grassObjAtlas 630.0 50.01953 5.0 2.407761 true
<e> null grassObject grassObjAtlas 630.0 50.01953 5.0 2.407761 true
<e> null grassObject grassObjAtlas 635.0 49.62148 5.0 2.502366 true
<e> null grassObject grassObjAtlas 635.0 49.62148 5.0 2.502366 true
<e> null grassObject grassObjAtlas 640.0 48.664814 5.0 2.8136292 true
<e> null grassObject grassObjAtlas 640.0 48.664814 5.0 2.8136292 true
<e> null grassObject grassObjAtlas 645.0 46.58788 5.0 2.4494715 true
<e> null grassObject grassObjAtlas 645.0 46.58788 5.0 2.4494715 true
<e> null grassObject grassObjAtlas 650.0 43.758453 5.0 2.7490892 true
<e> null grassObject grassObjAtlas 650.0 43.758453 5.0 2.7490892 true
<e> null grassObject grassObjAtlas 655.0 41.37873 5.0 2.4920733 true
<e> null grassObject grassObjAtlas 655.0 41.37873 5.0 2.4920733 true
<e> null grassObject grassObjAtlas 660.0 38.74936 5.0 2.400422 true
<e> null grassObject grassObjAtlas 660.0 38.74936 5.0 2.400422 true
<e> null grassObject grassObjAtlas 665.0 36.35091 5.0 2.3914065 true
<e> null grassObject grassObjAtlas 665.0 36.35091 5.0 2.3914065 true
<e> null grassObject grassObjAtlas 670.0 34.057087 5.0 2.3450809 true
<e> null grassObject grassObjAtlas 670.0 34.057087 5.0 2.3450809 true
<e> null grassObject grassObjAtlas 675.0 31.550158 5.0 2.8906536 true
<e> null grassObject grassObjAtlas 675.0 31.550158 5.0 2.8906536 true
<e> null grassObject grassObjAtlas 680.0 28.42441 5.0 2.119906 true
<e> null grassObject grassObjAtlas 680.0 28.42441 5.0 2.119906 true
<e> null grassObject grassObjAtlas 685.0 25.456429 5.0 2.4225526 true
<e> null grassObject grassObjAtlas 685.0 25.456429 5.0 2.4225526 true
<e> null grassObject grassObjAtlas 690.0 22.860554 5.0 1.8796308 true
<e> null grassObject grassObjAtlas 690.0 22.860554 5.0 1.8796308 true
<e> null grassObject grassObjAtlas 695.0 20.360252 5.0 1.1384186 true
<e> null grassObject grassObjAtlas 695.0 20.360252 5.0 1.1384186 true
<e> null grassObject grassObjAtlas 700.0 18.507877 5.0 2.8176193 true
<e> null grassObject grassObjAtlas 700.0 18.507877 5.0 2.8176193 true
<e> null grassObject grassObjAtlas 705.0 18.575527 5.0 2.9592237 true
<e> null grassObject grassObjAtlas 705.0 18.575527 5.0 2.9592237 true
<e> null grassObject grassObjAtlas 710.0 19.13178 5.0 2.5498796 true
<e> null grassObject grassObjAtlas 710.0 19.13178 5.0 2.5498796 true
<e> null grassObject grassObjAtlas 715.0 17.904472 5.0 2.4578946 true
<e> null grassObject grassObjAtlas 715.0 17.904472 5.0 2.4578946 true
<e> null grassObject grassObjAtlas 720.0 15.350052 5.0 2.8909009 true
<e> null grassObject grassObjAtlas 720.0 15.350052 5.0 2.8909009 true
<e> null grassObject grassObjAtlas 725.0 12.622412 5.0 2.6312737 true
<e> null grassObject grassObjAtlas 725.0 12.622412 5.0 2.6312737 true
<e> null grassObject grassObjAtlas 730.0 11.727052 5.0 2.768279 true
<e> null grassObject grassObjAtlas 730.0 11.727052 5.0 2.768279 true
<e> null grassObject grassObjAtlas 735.0 10.3886795 5.0 1.2309119 true
<e> null grassObject grassObjAtlas 735.0 10.3886795 5.0 1.2309119 true
<e> null grassObject grassObjAtlas 740.0 8.4039545 5.0 1.6062951 true
<e> null grassObject grassObjAtlas 740.0 8.4039545 5.0 1.6062951 true
<e> null grassObject grassObjAtlas 745.0 5.6991644 5.0 1.545985 true
<e> null grassObject grassObjAtlas 745.0 5.6991644 5.0 1.545985 true
<e> null grassObject grassObjAtlas 750.0 2.7515664 5.0 1.8116646 true
<e> null grassObject grassObjAtlas 750.0 2.7515664 5.0 1.8116646 true
<e> null grassObject grassObjAtlas 755.0 1.1142719 5.0 2.152368 true
<e> null grassObject grassObjAtlas 755.0 1.1142719 5.0 2.152368 true
<e> null grassObject grassObjAtlas 760.0 0.8930075 5.0 1.2538906 true
<e> null grassObject grassObjAtlas 760.0 0.8930075 5.0 1.2538906 true
<e> null grassObject grassObjAtlas 765.0 1.1953994 5.0 2.9736893 true
<e> null grassObject grassObjAtlas 765.0 1.1953994 5.0 2.9736893 true
<e> null grassObject grassObjAtlas 770.0 1.5265679 5.0 1.3656399 true
<e> null grassObject grassObjAtlas 770.0 1.5265679 5.0 1.3656399 true
<e> null grassObject grassObjAtlas 775.0 1.2182015 5.0 2.3887537 true
<e> null grassObject grassObjAtlas 775.0 1.2182015 5.0 2.3887537 true
<e> null grassObject grassObjAtlas 780.0 1.2656639 5.0 2.9941192 true
<e> null grassObject grassObjAtlas 780.0 1.2656639 5.0 2.9941192 true
<e> null grassObject grassObjAtlas 785.0 2.2678297 5.0 1.4419838 true
<e> null grassObject grassObjAtlas 785.0 2.2678297 5.0 1.4419838 true
<e> null grassObject grassObjAtlas 790.0 3.688089 5.0 1.9926529 true
<e> null grassObject grassObjAtlas 790.0 3.688089 5.0 1.9926529 true
<e> null grassObject grassObjAtlas 795.0 4.1194844 5.0 1.3777336 true
<e> null grassObject grassObjAtlas 795.0 4.1194844 5.0 1.3777336 true
<e> null grassObject grassObjAtlas 0.0 7.957774 10.0 2.113874 true
<e> null grassObject grassObjAtlas 0.0 7.957774 10.0 2.113874 true
<e> null grassObject grassObjAtlas 5.0 6.8493595 10.0 2.6648839 true
<e> null grassObject grassObjAtlas 5.0 6.8493595 10.0 2.6648839 true
<e> null grassObject grassObjAtlas 10.0 6.3366094 10.0 1.6947246 true
<e> null grassObject grassObjAtlas 10.0 6.3366094 10.0 1.6947246 true
